1,SA-516,Carbon Steel,Plate,70,K02700,none,none,1,2,70,38,850,700,1000,650,CS-2,"G10, S1, T2",20,20,20,0,20,20,20,19.4,18.8,18.1,14.8,12,9.3,6.7,4,2.5
2,SA-516,Carbon Steel,Plate,60,K02100,none,none,1,1,60,32,850,700,1000,650,CS-2,"G10, S1, T2",17.1,17.1,17.1,0,17.1,17.1,17.1,16.4,15.8,15.3,13,10.8,8.7,5.9,4,2.5
3,SA-516,Carbon Steel,Plate,55,K01800,none,none,1,1,55,30,850,700,1000,650,CS-2,"G10, S1, T2",15.7,15.7,15.7,0,15.7,15.7,15.7,15.3,14.8,14.3,13,10.8,8.75,5.9,4,2.5
